title,mediaType,eps,ongoing,startYr,finishYr,sznOfRelease,studios,tags,contentWarn,watched,watching,dropped,rating,votes,duration
Detective Conan Movie 7: Crossroad in the Ancient Capital,Movie,1,FALSE,2003,2003,,['TMS Entertainment'],"['Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Thieves', 'Based on a Manga']",[],5506,38,20,4.173,2969,73
K: Missing Kings,Movie,1,FALSE,2014,2014,Winter,['GoHands'],"['Action', 'Gangs', 'Supernatural', 'Superpowers', 'Original Work']",[],11511,320,121,4.174,7551,48
Towa no Quon 4: Guren no Shoushin,Movie,1,FALSE,2011,2011,Spring,['Bones'],"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']",[],3238,29,10,4.173,2203,
Super Dimensional Fortress Macross,TV,36,FALSE,1982,1983,,"['Artland', 'Tatsunoko Production']","['Drama', 'Mecha', 'Romance', 'Sci Fi', 'Aliens', 'Idols', 'Love Triangle', 'Military', 'Music', 'Outer Space', 'Real Robot', 'Space Opera', 'Transforming Mecha', 'War', 'Original Work']",[],6462,333,240,4.173,4585,
High School DxD NEW,TV,12,FALSE,2013,2013,Summer,['TNK'],"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Contemporary Fantasy', 'Demons', 'Newly Co-ed School', 'School Life', 'Based on a Light Novel']",['Sexual Content'],31726,1906,505,4.173,22457,
Akame ga Kill!,TV,24,FALSE,2014,2014,Summer,['WHITE FOX'],"['Action', 'Fantasy', 'Shounen', 'Assassins', 'Dark Fantasy', 'Lifestyle Change', 'Rebellions', 'Urban Fantasy', 'Vigilantes', 'Based on a Manga']",['Explicit Violence'],51722,5343,2369,4.173,41433,120
Attack on Titan Movie 3: The Roar of Awakening,Movie,1,FALSE,2018,2018,,['Wit Studio'],"['Action', 'Fantasy', 'Horror', 'Isolated Society', 'Military', 'Outside World', 'Post-apocalyptic', 'Recap', 'Based on a Manga']","['Cannibalism', 'Explicit Violence']",1706,74,24,4.172,910,
Banner of the Stars II,TV,10,FALSE,2001,2001,Summer,['Sunrise'],"['Sci Fi', 'Outer Space', 'Political', 'Space Opera', 'War', 'Based on a Novel']",[],4591,89,92,4.172,2954,
The Seven Deadly Sins OVA,OVA,2,FALSE,2015,2015,,['A-1 Pictures'],"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Interspecies Relationship', 'Medieval', 'Non-Human Protagonists', 'Royalty', 'Superpowers', 'Based on a Manga']",[],8665,368,34,4.171,5087,5
There She Is!!,Web,5,FALSE,2003,2008,Spring,[],"['Drama', 'Romance', 'Animal Protagonists', 'Anthropomorphic', 'Korean Animation', 'Non-Human Protagonists', 'Short Episodes', 'CG Animation', 'Flash Animation']",[],1318,16,23,4.17,1032,
Junjou Romantica OVA,OVA,1,FALSE,2012,2012,,['Studio Deen'],"['BL', 'Comedy', 'Shounen-ai', 'Age Gap', 'LGBT Themes', 'Romantic Comedy', 'Based on a Manga']",['Sexual Content'],4730,102,28,4.17,2810,
Colorful (2010),Movie,1,FALSE,2010,2010,Winter,['Ascension'],"['Drama', 'Slice of Life', 'Angels', 'School Life', 'Supernatural', 'Based on a Novel']","['Mature Themes', 'Suicide']",5944,109,69,4.171,4560,
Huyao Xiao Hongniang 2,Web,80,TRUE,2017,,,['Haoliners Animation League'],"['Fantasy', 'Romance', 'Chinese Animation', 'Non-Human Protagonists']",[],,217,18,4.17,87,
GaoGaiGar Final,OVA,8,FALSE,2000,2003,Summer,['Sunrise'],"['Action', 'Adventure', 'Mecha', 'Sci Fi', 'Aliens', 'Combining Mecha', 'Cyborgs', 'Superpowers', 'Transforming Mecha', 'Original Work']",[],758,17,22,4.169,430,
Hidamari Sketch x Honeycomb,TV,12,FALSE,2012,2012,Fall,['Shaft'],"['Comedy', 'Seinen', 'Slice of Life', 'Art', 'Art School', 'Boarding House', 'Iyashikei', 'Neighbors', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],999,65,53,4.169,785,
Free! Dive to the Future: Build-Up of Early Spring!,DVD Special,1,FALSE,2018,2018,,"['Kyoto Animation', 'Animation Do']","['Slice of Life', 'Sports', 'Swimming', 'Based on a Light Novel']",[],581,23,3,4.169,308,
The Dog of Flanders Movie,Movie,1,FALSE,1997,1997,,['TMS Entertainment'],"['Drama', '19th Century', 'Countryside', 'Dogs', 'Europe', 'Historical', 'Melancholy', 'Orphans', 'Pets', 'Poverty', 'Based on a Novel']",[],989,22,20,4.168,640,
Shakugan no Shana II,TV,24,FALSE,2007,2008,Fall,['J.C. Staff'],"['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Supernatural', 'Tsundere', 'Urban Fantasy', 'Based on a Light Novel']",[],27063,1562,733,4.168,19671,
Maria-sama ga Miteru 4th,TV,13,FALSE,2009,2009,Winter,['Studio Deen'],"['Drama', 'GL', 'Shoujo-ai', 'LGBT Themes', 'School Life', 'Based on a Light Novel']",[],1867,105,61,4.166,1272,
Seitokai Yakuindomo*,TV,13,FALSE,2014,2014,Winter,['GoHands'],"['Comedy', 'Shounen', 'Crude', 'Newly Co-ed School', 'Parody', 'Satire', 'School Life', 'Student Council', 'Based on a 4-Koma Manga', 'Based on a Manga']",['Sexual Content'],7921,769,295,4.167,5976,
Wu Dong Qian Kun,Web,12,FALSE,2019,2019,,[],"['Action', 'Adventure', 'Fantasy', 'Chinese Animation', 'Cultivation', 'Martial Arts', 'Based on a Novel']",[],287,110,8,4.167,204,
Interspecies Reviewers,TV,12,FALSE,2020,2020,Winter,['Passione'],"['Comedy', 'Fantasy', 'Shounen', 'Borderline H', 'Medieval', 'Monster Girls', 'Monsters', 'Non-Human Protagonists', 'Based on a Manga']","['Explicit Sex', 'Mature Themes', 'Prostitution']",3191,2082,369,4.168,3316,
KonoSuba – God’s blessing on this wonderful world! OVA,OVA,1,FALSE,2016,2016,,['Studio Deen'],"['Comedy', 'Ecchi', 'Fantasy', 'Gag', 'Gods', 'Isekai', 'Magic', 'NEET', 'Non-Human Protagonists', 'Parody', 'Person in a Strange World', 'RPG', 'Based on a Light Novel']",[],9980,96,19,4.167,6416,21
Meng Qi Shi Shen,Web,12,FALSE,2018,2019,,[],"['Comedy', 'Drama', 'Romance', 'Chinese Animation', 'Cooking', 'Food and Beverage', 'Historical', 'Based on a Novel']",[],778,160,24,4.165,540,
Nanbaka 2nd Season,Web,12,FALSE,2017,2017,Winter,['Satelight'],"['Action', 'Comedy', 'Island', 'Prison', 'Based on a Manga']",[],5134,724,160,4.165,3537,
Elfen Lied,TV,13,FALSE,2004,2004,Summer,"['ARMS', 'Studio Guts']","['Seinen', 'Human Experimentation', 'Overpowered Main Characters', 'Psychological', 'Split Personality', 'Supernatural', 'Superpowers', 'Based on a Manga']","['Animal Abuse', 'Emotional Abuse', 'Explicit Violence', 'Mature Themes', 'Nudity', 'Physical Abuse', 'Sexual Abuse']",98661,3577,4470,4.165,76865,104
Lupin III Special 21: Lupin III vs Detective Conan,TV Special,1,FALSE,2009,2009,,['TMS Entertainment'],"['Action', 'Comedy', 'Crossover', 'Detectives', 'Thieves']",[],3693,36,18,4.165,2218,
Magic Kaito 1412,TV,24,FALSE,2014,2015,Fall,['A-1 Pictures'],"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Thieves', 'Based on a Manga']",[],3580,736,418,4.165,3000,
She and Her Cat: Everything Flows,TV,4,FALSE,2016,2016,Winter,['LIDEN FILMS Kyoto Studio'],"['Drama', 'Slice of Life', 'Animal Protagonists', 'Cats', 'Family Friendly', 'Loneliness', 'Melancholy', 'Non-Human Protagonists', 'Pets', 'Short Episodes', 'Original Work']",[],3494,227,73,4.164,2743,
The Heroic Legend of Arslan,TV,25,FALSE,2015,2015,Spring,"['SANZIGEN', 'LIDEN FILMS']","['Action', 'Adventure', 'Fantasy', 'Shounen', 'Medieval', 'Middle Eastern', 'Military', 'Political', 'Rebellions', 'Royalty', 'Swordplay', 'War', 'Based on a Manga']","['Animal Abuse', 'Mature Themes', 'Violence']",11018,2144,1045,4.163,9691,
xxxHOLiC,TV,24,FALSE,2006,2006,Spring,['Production I.G'],"['Comedy', 'Seinen', 'Episodic', 'Japanese Mythology', 'Mysterious Shop', 'Supernatural', 'Youkai', 'Based on a Manga']",[],21434,2306,2206,4.163,17205,
Dragon Ball,TV,153,FALSE,1986,1989,,['Toei Animation'],"['Action', 'Adventure', 'Comedy', 'Shounen', 'Journey to the West', 'Martial Arts', 'Overpowered Main Characters', 'Based on a Manga']",['Nudity'],69361,3883,2907,4.163,49451,
To Love Ru: Darkness 2nd Specials,TV Special,2,FALSE,2015,2015,,['XEBEC'],"['Action', 'Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Aliens', 'Love Triangle', 'Non-Human Protagonists', 'Panty Shots', 'School Life', 'Based on a Manga']","['Nudity', 'Sexual Content']",3634,154,37,4.161,2228,
Shiki,TV,22,FALSE,2010,2010,Summer,['Daume'],"['Horror', 'Mystery', 'Countryside', 'noitaminA', 'Psychological', 'Supernatural', 'Vampires', 'Based on a Light Novel']","['Explicit Violence', 'Mature Themes', 'Physical Abuse']",24642,2821,1892,4.162,20578,
Hidamari Sketch x Hoshimittsu Specials,DVD Special,2,FALSE,2010,2010,,['Shaft'],"['Comedy', 'Seinen', 'Slice of Life', 'Art', 'Art School', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],1164,14,17,4.162,764,
"Problem Children Are Coming From Another World, Aren't They?",TV,10,FALSE,2013,2013,Winter,['diomedea'],"['Action', 'Fantasy', 'High Stakes Games', 'Isekai', 'Overpowered Main Characters', 'Person in a Strange World', 'PVP', 'Summoned Into Another World', 'Superpowers', 'Based on a Light Novel']",[],26259,1527,853,4.161,19241,125
Akira,Movie,1,FALSE,1988,1988,,['TMS Entertainment'],"['Action', 'Sci Fi', 'Seinen', 'Cyberpunk', 'Dystopia', 'Human Experimentation', 'Motorcycles', 'Noir', 'Post-apocalyptic', 'Psychic Powers', 'Superpowers', 'Based on a Manga']","['Explicit Violence', 'Nudity']",47576,272,297,4.161,34533,
Love Live! School Idol Project 2,TV,13,FALSE,2014,2014,Spring,['Sunrise'],"['Idols', 'Music', 'School Club', 'School Life']",[],7092,504,164,4.161,5196,
Last Exile,TV,26,FALSE,2003,2003,Spring,['GONZO'],"['Adventure', 'Fantasy', 'Sci Fi', 'Aviation', 'Military', 'Steampunk', 'Original Work']",[],18619,1142,1104,4.16,14521,
Kakuriyo: Bed & Breakfast for Spirits,TV,26,FALSE,2018,2018,Spring,['GONZO'],"['Fantasy', 'Romance', 'Shoujo', 'Animal Characteristics', 'Contemporary Fantasy', 'Debt', 'Demons', 'Food and Beverage', 'Hotels and Inns', 'Interspecies Relationship', 'Isekai', 'Japanese Mythology', 'Lifestyle Change', 'Non-Human Protagonists', 'Person in a Strange World', 'Restaurants', 'Supernatural', 'Youkai', 'Based on a Light Novel']",[],5389,2910,623,4.161,4980,
Zan Sayonara Zetsubou Sensei Bangaichi,OVA,2,FALSE,2009,2010,,['Shaft'],"['Comedy', 'Shounen', 'Slice of Life', 'Breaking the Fourth Wall', 'Dark Comedy', 'Gag', 'Parody', 'Satire', 'Teaching', 'Based on a Manga']",[],2706,155,37,4.16,1861,
Dusk Maiden of Amnesia,TV,12,FALSE,2012,2012,Spring,['SILVER LINK'],"['Mystery', 'Romance', 'Shounen', 'Ghosts', 'School Club', 'School Life', 'Supernatural', 'Based on a Manga']",['Nudity'],15950,1390,886,4.16,12924,
Free! -Timeless Medley- The Bond,Movie,1,FALSE,2017,2017,Fall,"['Kyoto Animation', 'Animation Do']","['Sports', 'Recap', 'School Club', 'School Life', 'Swimming', 'Tournaments', 'Based on a Light Novel']",[],1287,69,9,4.156,650,
Future Boy Conan,TV,26,FALSE,1978,1978,,['Nippon Animation'],"['Adventure', 'Drama', 'Sci Fi', 'Post-apocalyptic', 'Based on a Novel']","['Mature Themes', 'Physical Abuse']",2077,114,114,4.159,1590,
The Garden of Sinners Remix: Gate of Seventh Heaven,Movie,1,FALSE,2009,2009,,['ufotable'],"['Action', 'Mystery', 'Overpowered Main Characters', 'Recap', 'Supernatural', 'Based on a Light Novel']",[],2737,65,29,4.159,1846,
Drifters Specials,DVD Special,2,FALSE,2017,2017,Summer,['Hoods Drifters Studio'],"['Action', 'Fantasy', 'Seinen', 'Dark Fantasy', 'Person in a Strange World', 'Rebellions', 'Samurai', 'Based on a Manga']",['Explicit Violence'],1211,79,12,4.159,829,
Ghost in the Shell: Arise,Other,4,FALSE,2013,2014,Winter,['Production I.G'],"['Action', 'Sci Fi', 'Cyberpunk', 'Cyborgs', 'Based on a Manga']",[],3809,715,91,4.159,3108,100
Recollections of a Certain Pilot,Movie,1,FALSE,2011,2011,,['MADHOUSE'],"['Romance', 'Aviation', 'Mercenaries', 'Military', 'War', 'Based on a Light Novel']",[],3403,88,30,4.158,2548,
Fullmetal Alchemist The Movie: Conqueror of Shamballa,Movie,1,FALSE,2005,2005,Spring,['Bones'],"['Shounen', 'Europe', 'Historical', 'Siblings', 'War', 'World War 2', 'Based on a Manga']",[],51777,NULL,94,4.158,34074,
The Morose Mononokean II,TV,13,FALSE,2019,2019,Winter,['St. Signpost'],"['Comedy', 'Fantasy', 'Shounen', 'Contemporary Fantasy', 'Iyashikei', 'Japanese Mythology', 'School Life', 'Supernatural', 'Youkai', 'Based on a Manga']",[],1843,463,63,4.154,1410,
Hell Girl: Two Mirrors,TV,26,FALSE,2006,2007,Fall,['Studio Deen'],"['Horror', 'Deal with the Devil', 'Episodic', 'Melancholy', 'Supernatural', 'Youkai', 'Original Work']","['Bullying', 'Emotional Abuse']",10272,780,452,4.158,7438,
Goblin Slayer: Goblin's Crown,Movie,1,FALSE,2020,2020,,['WHITE FOX'],"['Action', 'Adventure', 'Fantasy', 'Seinen', 'Dark Fantasy', 'Medieval', 'Monsters', 'Based on a Light Novel']",[],229,126,3,4.139,105,95
Is It Wrong to Try to Pick Up Girls in a Dungeon? Movie: Arrow of the Orion,Movie,1,FALSE,2019,2019,,['J.C. Staff'],"['Action', 'Adventure', 'Fantasy', 'Harem', 'Dungeon', 'Gods', 'Guilds', 'Monsters', 'RPG', 'Swordplay', 'Based on a Light Novel']",[],4038,246,24,4.158,2549,
Yamada-kun and the Seven Witches,TV,12,FALSE,2015,2015,Spring,['LIDEN FILMS'],"['Comedy', 'Romance', 'Shounen', 'Body Swapping', 'Gender Bender', 'Romantic Comedy', 'School Club', 'School Life', 'Supernatural', 'Witches', 'Based on a Manga']",[],18531,1556,732,4.157,13841,
Saint Young Men Movie,Movie,1,FALSE,2013,2013,,['A-1 Pictures'],"['Comedy', 'Fantasy', 'Seinen', 'Slice of Life', 'Buddhism', 'Christianity', 'Contemporary Fantasy', 'Gag', 'Non-Human Protagonists', 'Parody', 'Religion', 'Roommates', 'Satire', 'Based on a Manga']",[],2726,68,37,4.156,1962,
Tsuredure Children,TV,12,FALSE,2017,2017,Summer,['Studio Gokumi'],"['Comedy', 'Romance', 'Shounen', 'Episodic', 'Love Confession', 'Romantic Comedy', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],11615,1458,506,4.157,8780,
Food Wars! Shokugeki no Souma OVA,OVA,1,FALSE,2016,2016,,['J.C. Staff'],"['Ecchi', 'Shounen', 'Slice of Life', 'Food and Beverage', 'Based on a Manga']",[],4129,106,9,4.157,2230,
Irresponsible Captain Tylor,TV,26,FALSE,1993,1993,,['Tatsunoko Production'],"['Adventure', 'Comedy', 'Sci Fi', 'Aliens', 'Military', 'Outer Space', 'Space Opera', 'Based on a Light Novel']",[],3938,277,305,4.157,3073,
Pretty Guardian Sailor Moon Crystal (2016),TV,13,FALSE,2016,2016,Spring,['Toei Animation'],"['Action', 'Fantasy', 'Magical Girl', 'Romance', 'Shoujo', 'Contemporary Fantasy', 'Elemental Powers', 'Henshin Heroes', 'Magic', 'Reincarnation', 'Sentai', 'Tokusatsu', 'Urban Fantasy', 'Based on a Manga']",[],2901,473,118,4.157,2015,
Symphogear XV,TV,13,FALSE,2019,2019,Summer,['Satelight'],"['Action', 'Sci Fi', 'Music', 'Superpowers', 'Original Work']",[],412,96,25,4.166,338,
K-On!,TV,13,FALSE,2009,2009,Spring,['Kyoto Animation'],"['Comedy', 'Seinen', 'Slice of Life', 'All-Girls School', 'Iyashikei', 'Music', 'School Club', 'School Life', 'Based on a Manga']",[],40832,3007,2023,4.156,31893,110
Tales of Vesperia ~The First Strike~,Movie,1,FALSE,2009,2009,,['Production I.G'],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Medieval', 'Swordplay', 'Based on a Video Game']",[],4722,108,31,4.156,3301,
School Rumble: Extra Class,OVA,2,FALSE,2005,2005,,['Studio Comet'],"['Comedy', 'Shounen', 'Gag', 'Romantic Comedy', 'School Life', 'Based on a Manga']",[],11359,95,59,4.156,7174,
Free! Road to the World - Yume,Movie,1,FALSE,2019,2019,,"['Kyoto Animation', 'Animation Do']","['Sports', 'Recap', 'School Club', 'Swimming', 'Based on a Light Novel']",[],497,39,5,4.155,211,
The Kawai Complex Guide to Manors and Hostel Behavior,TV,12,FALSE,2014,2014,Spring,[],"['Comedy', 'Romance', 'Seinen', 'Slice of Life', 'Boarding House', 'Neighbors', 'Romantic Comedy', 'Based on a Manga']",[],12010,834,608,4.155,9378,
Another,TV,12,FALSE,2012,2012,Winter,['P.A. Works'],"['Horror', 'Mystery', 'Countryside', 'Curse', 'Psychological', 'School Life', 'Supernatural', 'Transfer Students', 'Based on a Light Novel']","['Mature Themes', 'Physical Abuse', 'Suicide', 'Violence']",58106,3342,1908,4.155,45187,
Good Luck Girl!,TV,13,FALSE,2012,2012,Summer,['Sunrise'],"['Comedy', 'Shounen', 'Breaking the Fourth Wall', 'Gag', 'Gods', 'Non-Human Protagonists', 'Parody', 'School Life', 'Supernatural', 'Based on a Manga']",[],9818,825,633,4.154,8020,
K-On! Live House!,DVD Special,1,FALSE,2010,2010,,['Kyoto Animation'],"['Comedy', 'Seinen', 'Music', 'Based on a Manga']",[],10750,61,28,4.154,7415,
Kyo Kara Maoh! 3rd Series,TV,39,FALSE,2008,2009,Spring,['Studio Deen'],"['Comedy', 'Fantasy', 'Harem', 'Contemporary Fantasy', 'Demon King', 'Isekai', 'Medieval', 'Non-Human Protagonists', 'Person in a Strange World', 'Royalty', 'Based on a Light Novel']",[],3533,614,154,4.155,2500,
A Day Before Us,Web,10,FALSE,2017,2018,,['LICO'],"['Romance', 'Korean Animation', 'Short Episodes', 'Original Work']",[],1494,199,28,4.153,947,
Interviews with Monster Girls: The Demi-chans' Summer Break,DVD Special,1,FALSE,2017,2017,,['A-1 Pictures'],"['Comedy', 'Seinen', 'Slice of Life', 'Monster Girls', 'Supernatural', 'Vampires', 'Based on a Manga']",[],3397,50,13,4.153,2243,
Capeta,TV,52,FALSE,2005,2006,Fall,['Studio Comet'],"['Action', 'Shounen', 'Sports', 'Cars', 'Racing', 'Based on a Manga']",[],2171,188,216,4.152,1630,
K-On!!: Plan!,DVD Special,1,FALSE,2011,2011,,['Kyoto Animation'],"['Comedy', 'Seinen', 'Slice of Life', 'Based on a Manga']",[],7888,56,26,4.152,5100,30
Kino's Journey: Byouki no Kuni -For You-,Movie,1,FALSE,2007,2007,Summer,['Shaft'],"['Adventure', 'Fantasy', 'Sci Fi', 'Illness', 'Melancholy']",['Violence'],3515,56,34,4.152,2404,
Giovanni's Island,Movie,1,FALSE,2014,2014,,['Production I.G'],"['Drama', 'Historical', 'Island', 'War', 'World War 2']",[],836,38,14,4.151,641,
Minami-ke Tadaima,TV,13,FALSE,2013,2013,Winter,['feel.'],"['Comedy', 'Seinen', 'Slice of Life', 'Gag', 'Siblings', 'Based on a Manga']",[],2524,197,108,4.151,1901,
Feng Ling Yu Xiu,Web,4,TRUE,2017,,,[],['Chinese Animation'],[],,28,5,4.151,13,
Heaven's Lost Property: Forte,TV,12,FALSE,2010,2010,Fall,['AIC A.S.T.A.'],"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Shounen', 'Angels', 'Chibi', 'Contemporary Fantasy', 'Panty Shots', 'Based on a Manga']",[],17266,706,337,4.151,12480,
Rurouni Kenshin: Special Techniques,TV Special,1,FALSE,1997,1997,,"['Gallop', 'Studio Deen']","['Action', 'Shounen', 'Feudal Japan', 'Samurai', 'Swordplay', 'Based on a Manga']",[],3128,33,18,4.15,1598,
Real Girl 2nd Season,TV,12,FALSE,2019,2019,Winter,['Hoods Entertainment'],"['Comedy', 'Romance', 'Shoujo', 'Based on a Manga']",[],2343,411,97,4.15,1798,
My Little Monster,TV,13,FALSE,2012,2012,Fall,[],"['Comedy', 'Romance', 'Shoujo', 'Slice of Life', 'Opposites Attract', 'Romantic Comedy', 'School Life', 'Based on a Manga']",[],41610,3061,1277,4.15,30764,
Working!!,TV,13,FALSE,2010,2010,Spring,['A-1 Pictures'],"['Comedy', 'Romance', 'Seinen', 'Slice of Life', 'Androphobia', 'Coworkers', 'Restaurants', 'Work Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],18300,1285,935,4.149,14225,3
Chi's New Address,TV,104,FALSE,2009,2009,Winter,['MADHOUSE'],"['Adventure', 'Comedy', 'Seinen', 'Slice of Life', 'Animal Protagonists', 'Cats', 'Family Friendly', 'Iyashikei', 'Non-Human Protagonists', 'Pets', 'Short Episodes', 'Based on a Manga']",[],2153,378,132,4.148,1672,
Bloom Into You,TV,13,FALSE,2018,2018,Fall,['TROYCA'],"['Drama', 'GL', 'Romance', 'Shoujo-ai', 'Shounen', 'LGBT Themes', 'Love Triangle', 'School Life', 'Senpai-Kouhai Relationship', 'Student Council', 'Based on a Manga']",[],3341,940,301,4.149,2904,
Saiyuki Reload: Urasai,DVD Special,24,FALSE,2003,2004,,['Studio Pierrot'],"['Comedy', 'Josei', 'Christmas', 'Journey to the West', 'Based on a Manga']",[],1083,17,12,4.148,527,
Maison Ikkoku,TV,96,FALSE,1986,1988,,['Studio Deen'],"['Comedy', 'Drama', 'Romance', 'Seinen', 'Apartment Life', 'Boarding House', 'Coming of Age', 'Love Triangle', 'Neighbors', 'Based on a Manga']",['Nudity'],2354,361,375,4.147,2001,
Yowamushi Pedal: New Generation,TV,25,FALSE,2017,2017,Winter,"['TMS Entertainment', '8 Pan']","['Shounen', 'Sports', 'Cycling', 'Racing', 'School Club', 'School Life', 'Based on a Manga']",[],2028,500,98,4.148,1600,
Psycho-Pass 3,TV,8,FALSE,2019,2019,Fall,['Production I.G'],"['Action', 'Sci Fi', 'Cyberpunk', 'Dystopia', 'Noir', 'noitaminA', 'Thriller', 'Original Work']",[],1855,722,93,4.146,1571,64
Yuru Yuri Nachu Yachumi!,OVA,1,FALSE,2014,2014,Summer,['TYO Animations'],"['Comedy', 'Seinen', 'Slice of Life', 'Based on a Manga']",[],2030,30,19,4.149,1463,
Attack on Titan: Lost Girls,OVA,3,FALSE,2017,2018,,['Wit Studio'],"['Drama', 'Fantasy', 'Mystery', 'Dark Fantasy', 'Isolated Society', 'Military', 'Outside World', 'Post-apocalyptic', 'Based on a Light Novel']",['Explicit Violence'],3609,626,46,4.149,2558,88
Kuroko's Basketball Movie 2: Winter Cup Highlights -Beyond the Tears-,Movie,1,FALSE,2016,2016,Winter,['Production I.G'],"['Shounen', 'Sports', 'Basketball', 'Recap', 'School Club', 'Tournaments', 'Based on a Manga']",[],1332,30,16,4.147,684,
Hello World,Movie,1,FALSE,2019,2019,,['Graphinica'],"['Drama', 'Romance', 'Sci Fi', 'CG Animation', 'Original Work']",[],747,101,14,4.149,556,
Inuyashiki: Last Hero,TV,11,FALSE,2017,2017,Fall,['Mappa'],"['Action', 'Drama', 'Sci Fi', 'Seinen', 'Lifestyle Change', 'noitaminA', 'Overpowered Main Characters', 'Psychological', 'Psychopaths', 'Serial Killers', 'Superheroes', 'Vigilantes', 'Based on a Manga', 'CG Animation']","['Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Sexual Content', 'Violence']",8913,1190,721,4.147,7374,
Hidamari Sketch x Hoshimittsu,TV,12,FALSE,2010,2010,Winter,['Shaft'],"['Comedy', 'Seinen', 'Slice of Life', 'Art', 'Art School', 'Boarding House', 'Iyashikei', 'Neighbors', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],1803,98,75,4.146,1286,
School Rumble,TV,26,FALSE,2004,2005,Fall,['Studio Comet'],"['Comedy', 'Romance', 'Shounen', 'Delinquents', 'Episodic', 'Gag', 'Love Triangle', 'School Life', 'Unrequited Love', 'Based on a Manga']",[],25966,1928,2622,4.145,20131,
Yuru Yuri ♪♪,TV,12,FALSE,2012,2012,Summer,['Doga Kobo'],"['Comedy', 'GL', 'Seinen', 'Shoujo-ai', 'Slice of Life', 'School Club', 'School Life', 'Based on a Manga']",[],6767,495,211,4.145,5281,
Kuroko's Basketball OVA,OVA,1,FALSE,2013,2013,,['Production I.G'],"['Comedy', 'Shounen', 'Sports', 'Basketball', 'School Life', 'Based on a Manga']",[],5058,43,17,4.145,3027,
Orange,TV,13,FALSE,2016,2016,Summer,['Telecom Animation Film'],"['Drama', 'Mystery', 'Romance', 'Shoujo', 'Melancholy', 'Mental Illness', 'Psychological', 'School Life', 'Supernatural', 'Unrequited Love', 'Based on a Manga']","['Mature Themes', 'Suicide']",16459,2468,1179,4.145,12859,
Sword Art Online: Alicization,TV,24,FALSE,2018,2019,Fall,['A-1 Pictures'],"['Action', 'Fantasy', 'Sci Fi', 'Medieval', 'Overpowered Main Characters', 'Person in a Strange World', 'RPG', 'Virtual Reality', 'Based on a Light Novel']","['Explicit Violence', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse']",13340,5391,600,4.145,na,100
Piano no Mori,Movie,1,FALSE,2007,2007,,['MADHOUSE'],"['Drama', 'Classical Music', 'Music', 'School Life', 'Based on a Manga']",[],3438,97,54,4.143,2357,
"Sing ""Yesterday"" for Me",TV,11,TRUE,2020,,Spring,['Doga Kobo'],"['Drama', 'Romance', 'Seinen', 'Slice of Life', 'Convenience Store', 'Love Triangle', 'Mature Romance', 'Based on a Manga']",[],,2756,137,4.136,827,
A Day Before Us ZERO,Web,19,FALSE,2018,2019,,['LICO'],"['Romance', 'Korean Animation', 'Short Episodes', 'Original Work']",[],604,169,20,4.14,413,
Genshiken OVA,OVA,3,FALSE,2006,2007,,['Ajia-do'],"['Comedy', 'Drama', 'Seinen', 'Slice of Life', 'College', 'Doujinshi Industry', 'Manga Industry', 'Otaku Culture', 'Parody', 'Satire', 'School Club', 'Based on a Manga']",[],7595,67,42,4.144,4977,
Azumanga Daioh,TV,26,FALSE,2002,2002,Spring,['J.C. Staff'],"['Comedy', 'Shounen', 'Slice of Life', 'Episodic', 'Gag', 'Iyashikei', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],26776,2529,2918,4.143,22469,
Full Metal Panic! Invisible Victory,TV,12,FALSE,2018,2018,Spring,['XEBEC'],"['Action', 'Comedy', 'Mecha', 'Sci Fi', 'Shounen', 'Guns', 'Military', 'Real Robot', 'Tsundere', 'Based on a Light Novel']",[],2660,706,102,4.141,2135,14
Carnival Phantasm,OVA,12,FALSE,2011,2011,,['Lerche'],"['Comedy', 'Fantasy', 'Crossover', 'Parody', 'Based on a Manga']",[],5451,542,298,4.143,4368,
Lupin III: The First,Movie,1,FALSE,2019,2019,,['Marza Animation Planet'],"['Seinen', 'Criminals', 'Thieves', 'Based on a Manga', 'CG Animation']",[],72,8,2,4.143,45,48
Towa no Quon 5: Souzetsu no Raifuku,Movie,1,FALSE,2011,2011,Spring,['Bones'],"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']",[],3074,34,12,4.142,2110,
